t, Pond Storage,t, Pond Outflow,t, Pond Inflow,t, Rain
40259.42000,50.4827,40259.42000,0.935841,40259.42000,45.3911,40259.42000,0
40259.43000,51.1725,40259.43000,1.08924,40259.43000,70.0759,40259.43000,0
40259.44000,52.0516,40259.44000,1.30363,40259.44000,89.2084,40259.44000,0
40259.45000,52.8891,40259.45000,1.52776,40259.45000,85.2628,40259.45000,0
40259.46000,53.5854,40259.46000,1.72903,40259.46000,71.3342,40259.46000,0
40259.47000,54.1031,40259.47000,1.88755,40259.47000,53.7013,40259.47000,0
40259.48000,54.4404,40259.48000,1.99489,40259.48000,35.7505,40259.48000,0
40259.49000,54.6738,40259.49000,2.07109,40259.49000,25.4407,40259.49000,0
40259.50000,54.8366,40259.50000,2.12513,40259.50000,18.4102,40259.50000,0
40259.51000,54.9446,40259.51000,2.16139,40259.51000,12.963,40259.51000,0
40259.52000,55.0067,40259.52000,2.18241,40259.52000,8.39812,40259.52000,0
40259.53000,55.0416,40259.53000,2.19428,40259.53000,3.06659,40259.53000,0
40259.54000,55.0454,40259.54000,2.19556,40259.54000,3.22678,40259.54000,0
40259.55000,55.0492,40259.55000,2.19684,40259.55000,3.38697,40259.55000,0
40259.56000,55.0529,40259.56000,2.19813,40259.56000,3.54716,40259.56000,0
40259.57000,55.0567,40259.57000,2.19941,40259.57000,3.70735,40259.57000,0
40259.58000,55.0986,40259.58000,2.21371,40259.58000,6.39734,40259.58000,0
40259.59000,55.1873,40259.59000,2.24416,40259.59000,11.1091,40259.59000,0
40259.60000,55.3391,40259.60000,2.29674,40259.60000,17.4687,40259.60000,0
40259.61000,55.6142,40259.61000,2.39375,40259.61000,29.901,40259.61000,0
40259.62000,56.095,40259.62000,2.56852,40259.62000,50.6688,40259.62000,0
40259.63000,56.8301,40259.63000,2.84854,40259.63000,76.3854,40259.63000,0
40259.64000,57.8389,40259.64000,3.25822,40259.64000,104.09,40259.64000,0
40259.65000,58.9806,40259.65000,3.75743,40259.65000,117.882,40259.65000,0
40259.66000,59.9912,40259.66000,4.23087,40259.66000,105.319,40259.66000,0
40259.67000,60.7713,40259.67000,4.61662,40259.67000,82.637,40259.67000,0
40259.68000,61.2898,40259.68000,4.88281,40259.68000,56.7292,40259.68000,0
40259.69000,61.5789,40259.69000,5.03459,40259.69000,33.9797,40259.69000,0
40259.70000,61.7513,40259.70000,5.12631,40259.70000,22.3785,40259.70000,0
40259.71000,61.8533,40259.71000,5.18095,40259.71000,15.3943,40259.71000,0
40259.72000,61.9067,40259.72000,5.20968,40259.72000,10.5554,40259.72000,0
40259.73000,61.5986,40259.73000,5.04506,40259.73000,1.971,40259.73000,0
40259.74000,61.5418,40259.74000,5.01539,40259.74000,1.82245,40259.74000,0
40259.75000,61.4849,40259.75000,4.98572,40259.75000,1.67389,40259.75000,0
40259.76000,61.428,40259.76000,4.95605,40259.76000,1.52534,40259.76000,0
40259.77000,61.3711,40259.77000,4.92638,40259.77000,1.37679,40259.77000,0
40259.78000,61.3142,40259.78000,4.89671,40259.78000,1.22824,40259.78000,0
40259.79000,61.2574,40259.79000,4.86704,40259.79000,1.07968,40259.79000,0
40259.80000,61.2005,40259.80000,4.83737,40259.80000,0.931131,40259.80000,0
40259.81000,61.1436,40259.81000,4.8077,40259.81000,0.782578,40259.81000,0
40259.82000,61.0867,40259.82000,4.77803,40259.82000,0.634026,40259.82000,0
40259.83000,61.0298,40259.83000,4.74836,40259.83000,0.485473,40259.83000,0
40259.84000,60.9735,40259.84000,4.72002,40259.84000,0.459971,40259.84000,0
40259.85000,60.9171,40259.85000,4.69169,40259.85000,0.434469,40259.85000,0
40259.86000,60.8607,40259.86000,4.66336,40259.86000,0.408967,40259.86000,0
40259.87000,60.8043,40259.87000,4.63503,40259.87000,0.383465,40259.87000,0
40259.88000,60.7479,40259.88000,4.6067,40259.88000,0.357963,40259.88000,0
40259.89000,60.6915,40259.89000,4.57837,40259.89000,0.332462,40259.89000,0
40259.90000,60.6351,40259.90000,4.55003,40259.90000,0.30696,40259.90000,0
40259.91000,60.5787,40259.91000,4.5217,40259.91000,0.281458,40259.91000,0
40259.92000,60.5223,40259.92000,4.49337,40259.92000,0.255956,40259.92000,0
40259.93000,60.4659,40259.93000,4.46504,40259.93000,0.230454,40259.93000,0
40259.94000,60.4096,40259.94000,4.43671,40259.94000,0.204952,40259.94000,0
40259.95000,60.3532,40259.95000,4.40837,40259.95000,0.17945,40259.95000,0
40259.96000,60.2968,40259.96000,4.38004,40259.96000,0.153948,40259.96000,0
40259.97000,60.2435,40259.97000,4.35409,40259.97000,0.141903,40259.97000,0
40259.98000,60.1917,40259.98000,4.32934,40259.98000,0.136588,40259.98000,0
40259.99000,60.1399,40259.99000,4.30458,40259.99000,0.131272,40259.99000,0
40260.00000,60.0881,40260.00000,4.27982,40260.00000,0.125957,40260.00000,0
40260.01000,60.0363,40260.01000,4.25506,40260.01000,0.120641,40260.01000,0
40260.02000,59.9845,40260.02000,4.23031,40260.02000,0.115326,40260.02000,0
40260.03000,59.9328,40260.03000,4.20555,40260.03000,0.11001,40260.03000,0
40260.04000,59.881,40260.04000,4.18079,40260.04000,0.104694,40260.04000,0
40260.05000,59.8292,40260.05000,4.15603,40260.05000,0.0993789,40260.05000,0
40260.06000,59.7774,40260.06000,4.13128,40260.06000,0.0940634,40260.06000,0
40260.07000,59.7256,40260.07000,4.10652,40260.07000,0.0887478,40260.07000,0
40260.08000,59.6738,40260.08000,4.08176,40260.08000,0.0834322,40260.08000,0
40260.09000,59.6221,40260.09000,4.057,40260.09000,0.0781167,40260.09000,0
40260.10000,59.5703,40260.10000,4.03225,40260.10000,0.0728011,40260.10000,0
40260.11000,59.5185,40260.11000,4.00749,40260.11000,0.0674855,40260.11000,0
40260.12000,59.4667,40260.12000,3.98273,40260.12000,0.06217,40260.12000,0
40260.13000,59.4149,40260.13000,3.95797,40260.13000,0.0568544,40260.13000,0
40260.14000,59.3632,40260.14000,3.93322,40260.14000,0.0515389,40260.14000,0
40260.15000,59.3168,40260.15000,3.91224,40260.15000,0.0498212,40260.15000,0
40260.16000,59.2711,40260.16000,3.89173,40260.16000,0.0485533,40260.16000,0
40260.17000,59.2255,40260.17000,3.87122,40260.17000,0.0472854,40260.17000,0
40260.18000,59.1798,40260.18000,3.85071,40260.18000,0.0460175,40260.18000,0
40260.19000,59.1341,40260.19000,3.8302,40260.19000,0.0447496,40260.19000,0
40260.20000,59.0884,40260.20000,3.80969,40260.20000,0.0434817,40260.20000,0
40260.21000,59.0428,40260.21000,3.78918,40260.21000,0.0422138,40260.21000,0
40260.22000,58.9971,40260.22000,3.76867,40260.22000,0.0409459,40260.22000,0
40260.23000,58.9514,40260.23000,3.74817,40260.23000,0.039678,40260.23000,0
40260.24000,58.9057,40260.24000,3.72766,40260.24000,0.0384101,40260.24000,0
40260.25000,58.8601,40260.25000,3.70715,40260.25000,0.0371422,40260.25000,0
40260.26000,58.8144,40260.26000,3.68664,40260.26000,0.0358743,40260.26000,0
40260.27000,58.7687,40260.27000,3.66613,40260.27000,0.0346064,40260.27000,0
40260.28000,58.723,40260.28000,3.64562,40260.28000,0.0333385,40260.28000,0
40260.29000,58.6774,40260.29000,3.62511,40260.29000,0.0320706,40260.29000,0
40260.30000,58.6317,40260.30000,3.6046,40260.30000,0.0308027,40260.30000,0
40260.31000,58.586,40260.31000,3.5841,40260.31000,0.0295348,40260.31000,0
40260.32000,58.5403,40260.32000,3.56359,40260.32000,0.0282669,40260.32000,0
40260.33000,58.4947,40260.33000,3.54308,40260.33000,0.026999,40260.33000,0
40260.34000,58.449,40260.34000,3.52257,40260.34000,0.0257311,40260.34000,0
40260.35000,58.4033,40260.35000,3.50206,40260.35000,0.0244632,40260.35000,0
40260.36000,58.3576,40260.36000,3.48155,40260.36000,0.0231953,40260.36000,0
40260.37000,58.312,40260.37000,3.46104,40260.37000,0.0219274,40260.37000,0
40260.38000,58.274,40260.38000,3.44403,40260.38000,0.0208774,40260.38000,0
40260.39000,58.2702,40260.39000,3.44238,40260.39000,0.0207861,40260.39000,0
40260.40000,58.2664,40260.40000,3.44073,40260.40000,0.0206948,40260.40000,0
40260.41000,58.2626,40260.41000,3.43908,40260.41000,0.0206035,40260.41000,0
40260.42000,58.2588,40260.42000,3.43743,40260.42000,0.0205122,40260.42000,0
40260.43000,58.2549,40260.43000,3.43578,40260.43000,0.020421,40260.43000,0
40260.44000,58.2511,40260.44000,3.43413,40260.44000,0.0203297,40260.44000,0
40260.45000,58.2473,40260.45000,3.43249,40260.45000,0.0202384,40260.45000,0
40260.46000,58.2435,40260.46000,3.43084,40260.46000,0.0201471,40260.46000,0
40260.47000,58.2397,40260.47000,3.42919,40260.47000,0.0200558,40260.47000,0
40260.48000,58.2358,40260.48000,3.42754,40260.48000,0.0199645,40260.48000,0
40260.49000,58.232,40260.49000,3.42589,40260.49000,0.0198732,40260.49000,0
40260.50000,58.2282,40260.50000,3.42424,40260.50000,0.0197819,40260.50000,0
40260.51000,58.2244,40260.51000,3.42259,40260.51000,0.0196906,40260.51000,0
40260.52000,58.2205,40260.52000,3.42094,40260.52000,0.0195993,40260.52000,0
40260.53000,58.2167,40260.53000,3.4193,40260.53000,0.019508,40260.53000,0
40260.54000,58.2129,40260.54000,3.41765,40260.54000,0.0194167,40260.54000,0
40260.55000,58.2091,40260.55000,3.416,40260.55000,0.0193254,40260.55000,0
40260.56000,58.2053,40260.56000,3.41435,40260.56000,0.0192341,40260.56000,0
40260.57000,58.2014,40260.57000,3.4127,40260.57000,0.0191428,40260.57000,0
40260.58000,58.1976,40260.58000,3.41105,40260.58000,0.0190515,40260.58000,0
40260.59000,58.1938,40260.59000,3.4094,40260.59000,0.0189602,40260.59000,0
40260.60000,58.19,40260.60000,3.40775,40260.60000,0.0188689,40260.60000,0
40260.61000,58.1862,40260.61000,3.40611,40260.61000,0.0187776,40260.61000,0
40260.62000,58.1823,40260.62000,3.40446,40260.62000,0.0186864,40260.62000,0
40260.63000,58.1785,40260.63000,3.40281,40260.63000,0.0185951,40260.63000,0
40260.64000,58.1747,40260.64000,3.40116,40260.64000,0.0185038,40260.64000,0
40260.65000,58.1709,40260.65000,3.39951,40260.65000,0.0184125,40260.65000,0
40260.66000,58.1671,40260.66000,3.39786,40260.66000,0.0183212,40260.66000,0
40260.67000,58.1632,40260.67000,3.39621,40260.67000,0.0182299,40260.67000,0
40260.68000,58.1594,40260.68000,3.39456,40260.68000,0.0181386,40260.68000,0
40260.69000,58.1556,40260.69000,3.39292,40260.69000,0.0180473,40260.69000,0
40260.70000,58.1486,40260.70000,3.38989,40260.70000,0.018758,40260.70000,0
40260.71000,58.1392,40260.71000,3.38586,40260.71000,0.0200488,40260.71000,0
40260.72000,58.1298,40260.72000,3.38184,40260.72000,0.0213396,40260.72000,0
40260.73000,58.1204,40260.73000,3.37782,40260.73000,0.0226305,40260.73000,0
40260.74000,58.0881,40260.74000,3.36398,40260.74000,0.131358,40260.74000,0
40260.75000,58.0593,40260.75000,3.35166,40260.75000,0.473184,40260.75000,0
40260.76000,58.0374,40260.76000,3.3423,40260.76000,1.14554,40260.76000,0
40260.77000,58.0257,40260.77000,3.3373,40260.77000,2.16827,40260.77000,0
40260.78000,58.0202,40260.78000,3.33499,40260.78000,2.79202,40260.78000,0
40260.79000,58.0161,40260.79000,3.33322,40260.79000,2.91816,40260.79000,0
40260.80000,58.0092,40260.80000,3.33031,40260.80000,2.64585,40260.80000,0
40260.81000,57.997,40260.81000,3.3251,40260.81000,2.10327,40260.81000,0
40260.82000,57.7368,40260.82000,3.21543,40260.82000,0.615129,40260.82000,0
40260.83000,57.6988,40260.83000,3.19974,40260.83000,0.57415,40260.83000,0
40260.84000,57.6607,40260.84000,3.18405,40260.84000,0.533171,40260.84000,0
40260.85000,57.6226,40260.85000,3.16836,40260.85000,0.492192,40260.85000,0
40260.86000,57.5845,40260.86000,3.15266,40260.86000,0.451214,40260.86000,0
40260.87000,57.5465,40260.87000,3.13697,40260.87000,0.410235,40260.87000,0
40260.88000,57.5084,40260.88000,3.12128,40260.88000,0.369256,40260.88000,0
40260.89000,57.4703,40260.89000,3.10559,40260.89000,0.328277,40260.89000,0
40260.90000,57.4323,40260.90000,3.08989,40260.90000,0.287298,40260.90000,0
40260.91000,57.3942,40260.91000,3.0742,40260.91000,0.24632,40260.91000,0
40260.92000,57.3561,40260.92000,3.05851,40260.92000,0.205341,40260.92000,0
40260.93000,57.319,40260.93000,3.04366,40260.93000,0.195635,40260.93000,0
40260.94000,57.2818,40260.94000,3.02882,40260.94000,0.18593,40260.94000,0
40260.95000,57.2447,40260.95000,3.01397,40260.95000,0.176225,40260.95000,0
40260.96000,57.2075,40260.96000,2.99913,40260.96000,0.166519,40260.96000,0
40260.97000,57.1704,40260.97000,2.98428,40260.97000,0.156814,40260.97000,0
40260.98000,57.1332,40260.98000,2.96944,40260.98000,0.147109,40260.98000,0
40260.99000,57.0961,40260.99000,2.95459,40260.99000,0.137403,40260.99000,0
40261.00000,57.0589,40261.00000,2.93975,40261.00000,0.127698,40261.00000,0
40261.01000,57.0218,40261.01000,2.92491,40261.01000,0.117993,40261.01000,0
40261.02000,56.9846,40261.02000,2.91006,40261.02000,0.108287,40261.02000,0
40261.03000,56.9475,40261.03000,2.89522,40261.03000,0.0985821,40261.03000,0
40261.04000,56.9103,40261.04000,2.88037,40261.04000,0.0888767,40261.04000,0
40261.05000,56.8732,40261.05000,2.86553,40261.05000,0.0791714,40261.05000,0
40261.06000,56.8377,40261.06000,2.85173,40261.06000,0.0742338,40261.06000,0
40261.07000,56.8032,40261.07000,2.83847,40261.07000,0.0716802,40261.07000,0
40261.08000,56.7686,40261.08000,2.82521,40261.08000,0.0691266,40261.08000,0
40261.09000,56.734,40261.09000,2.81194,40261.09000,0.0665729,40261.09000,0
40261.10000,56.6994,40261.10000,2.79868,40261.10000,0.0640193,40261.10000,0
40261.11000,56.6648,40261.11000,2.78541,40261.11000,0.0614657,40261.11000,0
40261.12000,56.6303,40261.12000,2.77215,40261.12000,0.058912,40261.12000,0
40261.13000,56.5957,40261.13000,2.75889,40261.13000,0.0563584,40261.13000,0
40261.14000,56.5611,40261.14000,2.74562,40261.14000,0.0538047,40261.14000,0
40261.15000,56.5265,40261.15000,2.73236,40261.15000,0.0512511,40261.15000,0
40261.16000,56.4919,40261.16000,2.71909,40261.16000,0.0486975,40261.16000,0
40261.17000,56.4573,40261.17000,2.70583,40261.17000,0.0461438,40261.17000,0
40261.18000,56.4228,40261.18000,2.69257,40261.18000,0.0435902,40261.18000,0
40261.19000,56.3882,40261.19000,2.6793,40261.19000,0.0410365,40261.19000,0
40261.20000,56.3536,40261.20000,2.66604,40261.20000,0.0384829,40261.20000,0
40261.21000,56.319,40261.21000,2.65277,40261.21000,0.0359293,40261.21000,0
40261.22000,56.2844,40261.22000,2.63951,40261.22000,0.0333756,40261.22000,0
40261.23000,56.2499,40261.23000,2.62624,40261.23000,0.030822,40261.23000,0
40261.24000,56.2183,40261.24000,2.61467,40261.24000,0.0298737,40261.24000,0
40261.25000,56.1871,40261.25000,2.6033,40261.25000,0.0291262,40261.25000,0
40261.26000,56.1558,40261.26000,2.59194,40261.26000,0.0283786,40261.26000,0
40261.27000,56.1246,40261.27000,2.58057,40261.27000,0.027631,40261.27000,0
40261.28000,56.0934,40261.28000,2.56921,40261.28000,0.0268834,40261.28000,0
40261.29000,56.0622,40261.29000,2.55785,40261.29000,0.0261358,40261.29000,0
40261.30000,56.031,40261.30000,2.54648,40261.30000,0.0253883,40261.30000,0
40261.31000,55.9998,40261.31000,2.53512,40261.31000,0.0246407,40261.31000,0
40261.32000,55.9686,40261.32000,2.52375,40261.32000,0.0238931,40261.32000,0
40261.33000,55.9373,40261.33000,2.51239,40261.33000,0.0231455,40261.33000,0
40261.34000,55.9061,40261.34000,2.50102,40261.34000,0.0223979,40261.34000,0
40261.35000,55.8749,40261.35000,2.48966,40261.35000,0.0216504,40261.35000,0
40261.36000,55.8437,40261.36000,2.47829,40261.36000,0.0209028,40261.36000,0
40261.37000,55.8125,40261.37000,2.46693,40261.37000,0.0201552,40261.37000,0
40261.38000,55.7813,40261.38000,2.45556,40261.38000,0.0194076,40261.38000,0
40261.39000,55.7501,40261.39000,2.4442,40261.39000,0.01866,40261.39000,0
40261.40000,55.7188,40261.40000,2.43283,40261.40000,0.0179125,40261.40000,0
40261.41000,55.6876,40261.41000,2.42147,40261.41000,0.0171649,40261.41000,0
40261.42000,55.6564,40261.42000,2.4101,40261.42000,0.0164173,40261.42000,0
40261.43000,55.6252,40261.43000,2.39874,40261.43000,0.0156697,40261.43000,0
40261.44000,55.594,40261.44000,2.38737,40261.44000,0.0149221,40261.44000,0
40261.45000,55.5628,40261.45000,2.37601,40261.45000,0.0141746,40261.45000,0
40261.46000,55.5316,40261.46000,2.36464,40261.46000,0.013427,40261.46000,0
40261.47000,55.5011,40261.47000,2.35366,40261.47000,0.0127754,40261.47000,0
40261.48000,55.4737,40261.48000,2.34432,40261.48000,0.0125463,40261.48000,0
40261.49000,55.4463,40261.49000,2.33498,40261.49000,0.0123172,40261.49000,0
40261.50000,55.4189,40261.50000,2.32565,40261.50000,0.0120881,40261.50000,0
40261.51000,55.3916,40261.51000,2.31631,40261.51000,0.011859,40261.51000,0
40261.52000,55.3642,40261.52000,2.30697,40261.52000,0.0116298,40261.52000,0
40261.53000,55.3368,40261.53000,2.29764,40261.53000,0.0114007,40261.53000,0
40261.54000,55.3095,40261.54000,2.2883,40261.54000,0.0111716,40261.54000,0
40261.55000,55.2821,40261.55000,2.27896,40261.55000,0.0109425,40261.55000,0
40261.56000,55.2547,40261.56000,2.26963,40261.56000,0.0107134,40261.56000,0
40261.57000,55.2274,40261.57000,2.26029,40261.57000,0.0104843,40261.57000,0
40261.58000,55.2,40261.58000,2.25095,40261.58000,0.0102551,40261.58000,0
40261.59000,55.1726,40261.59000,2.24162,40261.59000,0.010026,40261.59000,0
40261.60000,55.1452,40261.60000,2.23228,40261.60000,0.0097969,40261.60000,0
40261.61000,55.1179,40261.61000,2.22294,40261.61000,0.00956779,40261.61000,0
40261.62000,55.0905,40261.62000,2.21361,40261.62000,0.00933867,40261.62000,0
40261.63000,55.0631,40261.63000,2.20427,40261.63000,0.00910955,40261.63000,0
40261.64000,55.0358,40261.64000,2.19493,40261.64000,0.00888044,40261.64000,0
40261.65000,55.0084,40261.65000,2.1856,40261.65000,0.00865132,40261.65000,0
40261.66000,54.981,40261.66000,2.17626,40261.66000,0.0084222,40261.66000,0
40261.67000,54.9536,40261.67000,2.16692,40261.67000,0.00819309,40261.67000,0
40261.68000,54.9263,40261.68000,2.15759,40261.68000,0.00796397,40261.68000,0
40261.69000,54.8989,40261.69000,2.14825,40261.69000,0.00773485,40261.69000,0
40261.70000,54.8715,40261.70000,2.13891,40261.70000,0.00750574,40261.70000,0
40261.71000,54.8442,40261.71000,2.12958,40261.71000,0.00727662,40261.71000,0
40261.72000,54.8168,40261.72000,2.12024,40261.72000,0.0070475,40261.72000,0
40261.73000,54.7894,40261.73000,2.1109,40261.73000,0.00681839,40261.73000,0
40261.74000,54.7621,40261.74000,2.10157,40261.74000,0.00658927,40261.74000,0
40261.75000,54.7347,40261.75000,2.09223,40261.75000,0.00636015,40261.75000,0
40261.76000,54.7073,40261.76000,2.08289,40261.76000,0.00613104,40261.76000,0
40261.77000,54.6799,40261.77000,2.07356,40261.77000,0.00590192,40261.77000,0
40261.78000,54.6526,40261.78000,2.06422,40261.78000,0.0056728,40261.78000,0
40261.79000,54.6306,40261.79000,2.05696,40261.79000,0.00553946,40261.79000,0
40261.80000,54.6124,40261.80000,2.05119,40261.80000,0.0054754,40261.80000,0
40261.81000,54.5943,40261.81000,2.04543,40261.81000,0.00541133,40261.81000,0
40261.82000,54.5762,40261.82000,2.03966,40261.82000,0.00534727,40261.82000,0
40261.83000,54.558,40261.83000,2.0339,40261.83000,0.00528321,40261.83000,0
40261.84000,54.5399,40261.84000,2.02813,40261.84000,0.00521915,40261.84000,0
40261.85000,54.5218,40261.85000,2.02237,40261.85000,0.00515508,40261.85000,0
40261.86000,54.5036,40261.86000,2.01661,40261.86000,0.00509102,40261.86000,0
40261.87000,54.4855,40261.87000,2.01084,40261.87000,0.00502696,40261.87000,0
40261.88000,54.4674,40261.88000,2.00508,40261.88000,0.0049629,40261.88000,0
40261.89000,54.4492,40261.89000,1.99931,40261.89000,0.00489883,40261.89000,0
40261.90000,54.4311,40261.90000,1.99355,40261.90000,0.00483477,40261.90000,0
40261.91000,54.413,40261.91000,1.98778,40261.91000,0.00477071,40261.91000,0
40261.92000,54.3949,40261.92000,1.98202,40261.92000,0.00470665,40261.92000,0
40261.93000,54.3767,40261.93000,1.97625,40261.93000,0.00464258,40261.93000,0
40261.94000,54.3586,40261.94000,1.97049,40261.94000,0.00457852,40261.94000,0
40261.95000,54.3405,40261.95000,1.96473,40261.95000,0.00451446,40261.95000,0
40261.96000,54.3223,40261.96000,1.95896,40261.96000,0.0044504,40261.96000,0
40261.97000,54.3042,40261.97000,1.9532,40261.97000,0.00438633,40261.97000,0
40261.98000,54.2861,40261.98000,1.94743,40261.98000,0.00432227,40261.98000,0
40261.99000,54.2679,40261.99000,1.94167,40261.99000,0.00425821,40261.99000,0
40262.00000,54.2498,40262.00000,1.9359,40262.00000,0.00419414,40262.00000,0
40262.01000,54.2317,40262.01000,1.93014,40262.01000,0.00413008,40262.01000,0
40262.02000,54.2135,40262.02000,1.92437,40262.02000,0.00406602,40262.02000,0
40262.03000,54.1954,40262.03000,1.91861,40262.03000,0.00400196,40262.03000,0
40262.04000,54.1773,40262.04000,1.91285,40262.04000,0.00393789,40262.04000,0
40262.05000,54.1591,40262.05000,1.90708,40262.05000,0.00387383,40262.05000,0
40262.06000,54.141,40262.06000,1.90132,40262.06000,0.00380977,40262.06000,0
40262.07000,54.1229,40262.07000,1.89555,40262.07000,0.00374571,40262.07000,0
40262.08000,54.1048,40262.08000,1.88979,40262.08000,0.00368164,40262.08000,0
40262.09000,54.0866,40262.09000,1.88402,40262.09000,0.00361758,40262.09000,0
40262.10000,54.0685,40262.10000,1.87826,40262.10000,0.00355352,40262.10000,0
40262.11000,54.0504,40262.11000,1.87249,40262.11000,0.00348946,40262.11000,0
40262.12000,54.0322,40262.12000,1.86673,40262.12000,0.00342539,40262.12000,0
40262.13000,54.0141,40262.13000,1.86097,40262.13000,0.00336133,40262.13000,0
40262.14000,53.996,40262.14000,1.8552,40262.14000,0.00329727,40262.14000,0
40262.15000,53.9778,40262.15000,1.84944,40262.15000,0.00323321,40262.15000,0
40262.16000,53.9597,40262.16000,1.84367,40262.16000,0.00316914,40262.16000,0
40262.17000,53.9416,40262.17000,1.83791,40262.17000,0.00310508,40262.17000,0
40262.18000,53.9234,40262.18000,1.83214,40262.18000,0.00304102,40262.18000,0
40262.19000,53.9053,40262.19000,1.82638,40262.19000,0.00297696,40262.19000,0
40262.20000,53.8872,40262.20000,1.82061,40262.20000,0.00291289,40262.20000,0
40262.21000,53.8729,40262.21000,1.81614,40262.21000,0.0028687,40262.21000,0
40262.22000,53.8635,40262.22000,1.81332,40262.22000,0.00284977,40262.22000,0
40262.23000,53.8542,40262.23000,1.81049,40262.23000,0.00283084,40262.23000,0
40262.24000,53.8448,40262.24000,1.80767,40262.24000,0.0028119,40262.24000,0
40262.25000,53.8354,40262.25000,1.80484,40262.25000,0.00279297,40262.25000,0
40262.26000,53.826,40262.26000,1.80201,40262.26000,0.00277404,40262.26000,0
40262.27000,53.8167,40262.27000,1.79919,40262.27000,0.0027551,40262.27000,0
40262.28000,53.8073,40262.28000,1.79636,40262.28000,0.00273617,40262.28000,0
40262.29000,53.7979,40262.29000,1.79354,40262.29000,0.00271724,40262.29000,0
40262.30000,53.7886,40262.30000,1.79071,40262.30000,0.0026983,40262.30000,0
40262.31000,53.7792,40262.31000,1.78789,40262.31000,0.00267937,40262.31000,0
40262.32000,53.7698,40262.32000,1.78506,40262.32000,0.00266044,40262.32000,0
40262.33000,53.7604,40262.33000,1.78223,40262.33000,0.00264151,40262.33000,0
40262.34000,53.7511,40262.34000,1.77941,40262.34000,0.00262257,40262.34000,0
40262.35000,53.7417,40262.35000,1.77658,40262.35000,0.00260364,40262.35000,0
40262.36000,53.7323,40262.36000,1.77376,40262.36000,0.00258471,40262.36000,0
40262.37000,53.723,40262.37000,1.77093,40262.37000,0.00256577,40262.37000,0
40262.38000,53.7136,40262.38000,1.76811,40262.38000,0.00254684,40262.38000,0
40262.39000,53.7042,40262.39000,1.76528,40262.39000,0.00252791,40262.39000,0
40262.40000,53.6948,40262.40000,1.76245,40262.40000,0.00250897,40262.40000,0
40262.41000,53.6855,40262.41000,1.75963,40262.41000,0.00249004,40262.41000,0
40262.42000,53.6761,40262.42000,1.7568,40262.42000,0.00247111,40262.42000,0
40262.43000,53.6667,40262.43000,1.75398,40262.43000,0.00245217,40262.43000,0
40262.44000,53.6574,40262.44000,1.75115,40262.44000,0.00243324,40262.44000,0
40262.45000,53.648,40262.45000,1.74833,40262.45000,0.00241431,40262.45000,0
40262.46000,53.6386,40262.46000,1.7455,40262.46000,0.00239537,40262.46000,0
40262.47000,53.6292,40262.47000,1.74267,40262.47000,0.00237644,40262.47000,0
40262.48000,53.6199,40262.48000,1.73985,40262.48000,0.00235751,40262.48000,0
40262.49000,53.6105,40262.49000,1.73702,40262.49000,0.00233857,40262.49000,0
40262.50000,53.6011,40262.50000,1.7342,40262.50000,0.00231964,40262.50000,0
40262.51000,53.5918,40262.51000,1.73137,40262.51000,0.00230071,40262.51000,0
40262.52000,53.5824,40262.52000,1.72855,40262.52000,0.00228178,40262.52000,0
40262.53000,53.573,40262.53000,1.72572,40262.53000,0.00226284,40262.53000,0
40262.54000,53.5636,40262.54000,1.72289,40262.54000,0.00224391,40262.54000,0
40262.55000,53.5543,40262.55000,1.72007,40262.55000,0.00222498,40262.55000,0
40262.56000,53.5449,40262.56000,1.71724,40262.56000,0.00220604,40262.56000,0
40262.57000,53.5355,40262.57000,1.71442,40262.57000,0.00218711,40262.57000,0
40262.58000,53.5262,40262.58000,1.71159,40262.58000,0.00216818,40262.58000,0
40262.59000,53.5168,40262.59000,1.70877,40262.59000,0.00214924,40262.59000,0
40262.60000,53.5074,40262.60000,1.70594,40262.60000,0.00213031,40262.60000,0
40262.61000,53.498,40262.61000,1.70311,40262.61000,0.00211138,40262.61000,0
40262.62000,53.4887,40262.62000,1.70029,40262.62000,0.00209244,40262.62000,0
40262.63000,53.4819,40262.63000,1.69825,40262.63000,0.00250109,40262.63000,0
40262.64000,53.4812,40262.64000,1.69804,40262.64000,0.00390545,40262.64000,0
40262.65000,53.4805,40262.65000,1.69783,40262.65000,0.00530982,40262.65000,0
40262.66000,53.4798,40262.66000,1.69762,40262.66000,0.00671419,40262.66000,0
40262.67000,53.4791,40262.67000,1.69741,40262.67000,0.00811855,40262.67000,0
40262.68000,53.4783,40262.68000,1.6972,40262.68000,0.00952292,40262.68000,0
40262.69000,53.4776,40262.69000,1.69699,40262.69000,0.0109273,40262.69000,0
40262.70000,53.4769,40262.70000,1.69678,40262.70000,0.0123317,40262.70000,0
40262.71000,53.4762,40262.71000,1.69657,40262.71000,0.013736,40262.71000,0
40262.72000,53.4755,40262.72000,1.69635,40262.72000,0.0151404,40262.72000,0
40262.73000,53.4748,40262.73000,1.69614,40262.73000,0.0165448,40262.73000,0
40262.74000,53.4741,40262.74000,1.69593,40262.74000,0.0179491,40262.74000,0
40262.75000,53.4734,40262.75000,1.69572,40262.75000,0.0193535,40262.75000,0
40262.76000,53.4726,40262.76000,1.69551,40262.76000,0.0207579,40262.76000,0
